Id,Overall Qual,Year Built,Year Remod/Add,Exter Qual,Bsmt Qual,Bsmt Exposure,Heating QC,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Yr Sold,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Area,Mas Vnr Area Total Bsmt SF,Mas Vnr Area Garage Area,BsmtFin SF 1 Gr Liv Area,Total Bsmt SF^2,Total Bsmt SF 1st Flr SF,Total Bsmt SF Gr Liv Area,Total Bsmt SF Garage Area,1st Flr SF^2,1st Flr SF Gr Liv Area,1st Flr SF Garage Area,Gr Liv Area^2,Gr Liv Area Garage Area,Garage Area^2,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,SalePrice
1544,6,1980,1980,2,4,1,2,2,2,6,1,3,3,2.0,2008,716.0,716.0,1556.0,452.0,0.0,0.0,126036.0,512656.0,512656.0,1114096.0,323632.0,512656.0,1114096.0,323632.0,2421136.0,703312.0,204304.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,151000
2141,5,1972,1972,2,3,1,2,1,2,5,0,0,1,2.0,2007,882.0,882.0,882.0,461.0,0.0,0.0,121716.0,777924.0,777924.0,777924.0,406602.0,777924.0,777924.0,406602.0,777924.0,406602.0,212521.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112500
2008,5,1920,1950,2,3,1,2,1,2,6,1,4,1,2.0,2007,915.0,1167.0,1167.0,495.0,0.0,0.0,752715.0,837225.0,1067805.0,1067805.0,452925.0,1361889.0,1361889.0,577665.0,1361889.0,577665.0,245025.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,144000
1075,9,2007,2008,4,5,1,4,2,4,6,1,4,2,3.0,2008,1800.0,1800.0,1800.0,944.0,1285200.0,674016.0,2167200.0,3240000.0,3240000.0,3240000.0,1699200.0,3240000.0,3240000.0,1699200.0,3240000.0,1699200.0,891136.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,370967
34,6,1975,1975,2,3,1,2,2,3,6,1,3,1,2.0,2010,855.0,855.0,1456.0,440.0,0.0,0.0,748384.0,731025.0,731025.0,1244880.0,376200.0,731025.0,1244880.0,376200.0,2119936.0,640640.0,193600.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,149900
847,7,2002,2002,3,4,1,4,2,3,7,0,0,2,2.0,2009,831.0,831.0,1660.0,493.0,78945.0,46835.0,0.0,690561.0,690561.0,1379460.0,409683.0,690561.0,1379460.0,409683.0,2755600.0,818380.0,243049.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,195000
1629,7,1992,1992,2,4,1,3,2,3,7,1,3,3,2.0,2007,384.0,812.0,1482.0,392.0,65280.0,66640.0,0.0,147456.0,311808.0,569088.0,150528.0,659344.0,1203384.0,318304.0,2196324.0,580944.0,153664.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,163900
2073,6,1984,1984,2,4,1,4,2,2,7,1,3,3,2.0,2007,1190.0,1522.0,1522.0,552.0,161840.0,75072.0,455078.0,1416100.0,1811180.0,1811180.0,656880.0,2316484.0,2316484.0,840144.0,2316484.0,840144.0,304704.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,182000
960,9,2008,2008,4,5,4,4,2,4,9,1,5,3,3.0,2009,2190.0,2036.0,2036.0,780.0,538740.0,191880.0,3579288.0,4796100.0,4458840.0,4458840.0,1708200.0,4145296.0,4145296.0,1588080.0,4145296.0,1588080.0,608400.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,410000
955,5,1991,1991,2,4,1,2,2,2,5,0,0,1,2.0,2009,1582.0,1595.0,1595.0,672.0,0.0,0.0,87725.0,2502724.0,2523290.0,2523290.0,1063104.0,2544025.0,2544025.0,1071840.0,2544025.0,1071840.0,451584.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,152000
2476,7,2005,2005,3,4,1,4,2,3,8,0,0,3,2.0,2006,891.0,891.0,1686.0,462.0,153252.0,79464.0,0.0,793881.0,793881.0,1502226.0,411642.0,793881.0,1502226.0,411642.0,2842596.0,778932.0,213444.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,184000
1590,7,1997,1998,2,4,4,4,2,2,8,0,0,3,4.0,2008,1344.0,1344.0,1344.0,784.0,268800.0,156800.0,1759296.0,1806336.0,1806336.0,1806336.0,1053696.0,1806336.0,1806336.0,1053696.0,1806336.0,1053696.0,614656.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,206300
2913,5,1970,1970,2,3,1,2,2,2,8,0,0,1,3.0,2006,1652.0,1652.0,1652.0,928.0,0.0,0.0,246148.0,2729104.0,2729104.0,2729104.0,1533056.0,2729104.0,2729104.0,1533056.0,2729104.0,1533056.0,861184.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146500
149,4,1956,1956,2,3,1,2,1,2,5,0,0,1,1.0,2010,832.0,832.0,1337.0,263.0,0.0,0.0,0.0,692224.0,692224.0,1112384.0,218816.0,692224.0,1112384.0,218816.0,1787569.0,351631.0,69169.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,108000
2525,7,1968,1992,2,3,1,3,3,3,8,1,3,2,2.0,2006,570.0,1222.0,1920.0,487.0,81510.0,69641.0,0.0,324900.0,696540.0,1094400.0,277590.0,1493284.0,2346240.0,595114.0,3686400.0,935040.0,237169.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,170000
1470,6,2004,2004,3,4,2,4,1,3,3,0,0,2,2.0,2008,848.0,848.0,848.0,420.0,173840.0,86100.0,561376.0,719104.0,719104.0,719104.0,356160.0,719104.0,719104.0,356160.0,719104.0,356160.0,176400.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,145000
412,7,1975,1975,2,4,1,2,2,2,4,1,2,2,2.0,2009,1057.0,1055.0,1055.0,440.0,0.0,0.0,458925.0,1117249.0,1115135.0,1115135.0,465080.0,1113025.0,1113025.0,464200.0,1113025.0,464200.0,193600.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,123000
1399,6,1996,1997,2,4,2,4,1,3,6,1,4,1,2.0,2008,1291.0,1291.0,1291.0,431.0,0.0,0.0,1294873.0,1666681.0,1666681.0,1666681.0,556421.0,1666681.0,1666681.0,556421.0,1666681.0,556421.0,185761.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,173000
183,6,1928,2003,2,3,1,3,1,2,5,0,0,1,2.0,2010,624.0,720.0,720.0,484.0,0.0,0.0,0.0,389376.0,449280.0,449280.0,302016.0,518400.0,518400.0,348480.0,518400.0,348480.0,234256.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,105900
974,4,1973,1973,2,4,4,2,1,2,5,0,0,1,1.0,2009,462.0,526.0,988.0,297.0,0.0,0.0,456456.0,213444.0,243012.0,456456.0,137214.0,276676.0,519688.0,156222.0,976144.0,293436.0,88209.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,91000
930,5,1949,2005,2,3,1,1,2,1,7,1,3,1,1.0,2009,1067.0,986.0,1523.0,295.0,0.0,0.0,475176.0,1138489.0,1052062.0,1625041.0,314765.0,972196.0,1501678.0,290870.0,2319529.0,449285.0,87025.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,158000
881,7,2004,2004,3,4,1,4,2,3,7,0,0,2,2.0,2009,864.0,864.0,1728.0,572.0,0.0,0.0,0.0,746496.0,746496.0,1492992.0,494208.0,746496.0,1492992.0,494208.0,2985984.0,988416.0,327184.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,190000
1180,8,1995,1995,3,4,4,4,1,3,4,1,2,3,2.0,2008,1230.0,1239.0,1239.0,477.0,0.0,0.0,693840.0,1512900.0,1523970.0,1523970.0,586710.0,1535121.0,1535121.0,591003.0,1535121.0,591003.0,227529.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,217500
1553,5,1958,1958,2,3,1,3,2,2,7,0,0,3,1.0,2008,1151.0,1151.0,1955.0,356.0,186462.0,57672.0,645150.0,1324801.0,1324801.0,2250205.0,409756.0,1324801.0,2250205.0,409756.0,3822025.0,695980.0,126736.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,165500
928,7,1941,1950,2,3,1,4,1,1,7,1,4,1,1.0,2009,704.0,860.0,1564.0,234.0,0.0,0.0,430100.0,495616.0,605440.0,1101056.0,164736.0,739600.0,1345040.0,201240.0,2446096.0,365976.0,54756.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,174500
1512,4,1954,1954,2,5,3,3,1,2,6,0,0,1,1.0,2008,416.0,1204.0,1204.0,312.0,0.0,0.0,0.0,173056.0,500864.0,500864.0,129792.0,1449616.0,1449616.0,375648.0,1449616.0,375648.0,97344.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100000
2140,5,1975,1975,2,3,1,2,1,2,5,0,0,1,2.0,2007,864.0,879.0,879.0,440.0,0.0,0.0,290070.0,746496.0,759456.0,759456.0,380160.0,772641.0,772641.0,386760.0,772641.0,386760.0,193600.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,120000
553,4,1950,1950,1,3,1,3,1,2,4,0,0,1,1.0,2009,721.0,841.0,841.0,294.0,0.0,0.0,0.0,519841.0,606361.0,606361.0,211974.0,707281.0,707281.0,247254.0,707281.0,247254.0,86436.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,82000
2594,6,1947,1950,2,3,1,4,1,2,6,0,0,1,2.0,2006,784.0,900.0,1312.0,649.0,0.0,0.0,0.0,614656.0,705600.0,1028608.0,508816.0,810000.0,1180800.0,584100.0,1721344.0,851488.0,421201.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,127000
1314,6,1917,1950,2,4,1,1,1,2,8,1,4,1,2.0,2008,735.0,1134.0,2058.0,396.0,0.0,0.0,656502.0,540225.0,833490.0,1512630.0,291060.0,1285956.0,2333772.0,449064.0,4235364.0,814968.0,156816.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129500
366,8,1984,1984,3,4,3,3,1,3,4,1,5,2,2.0,2009,1220.0,1360.0,1360.0,565.0,0.0,0.0,1408960.0,1488400.0,1659200.0,1659200.0,689300.0,1849600.0,1849600.0,768400.0,1849600.0,768400.0,319225.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,187500
1462,8,2002,2003,3,5,4,4,2,3,6,1,4,2,3.0,2008,1778.0,1786.0,1786.0,715.0,426720.0,171600.0,2746868.0,3161284.0,3175508.0,3175508.0,1271270.0,3189796.0,3189796.0,1276990.0,3189796.0,1276990.0,511225.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,300000
2541,6,1971,1971,2,3,1,3,2,2,8,1,4,2,2.0,2006,825.0,1097.0,1993.0,495.0,207900.0,124740.0,829088.0,680625.0,905025.0,1644225.0,408375.0,1203409.0,2186321.0,543015.0,3972049.0,986535.0,245025.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,190000
2088,4,1920,1950,1,3,1,1,2,2,7,0,0,1,1.0,2007,951.0,986.0,1362.0,280.0,0.0,0.0,0.0,904401.0,937686.0,1295262.0,266280.0,972196.0,1342932.0,276080.0,1855044.0,381360.0,78400.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,96000
527,7,2006,2007,3,4,1,4,2,3,7,0,0,3,2.0,2009,1092.0,1112.0,1550.0,438.0,109200.0,43800.0,1258600.0,1192464.0,1214304.0,1692600.0,478296.0,1236544.0,1723600.0,487056.0,2402500.0,678900.0,191844.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,241000
1824,5,1962,1962,2,3,1,2,1,2,8,1,3,2,1.0,2007,1140.0,1696.0,1696.0,349.0,0.0,0.0,0.0,1299600.0,1933440.0,1933440.0,397860.0,2876416.0,2876416.0,591904.0,2876416.0,591904.0,121801.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,143900
2918,4,1970,1970,2,3,1,2,1,2,5,0,0,1,1.0,2006,546.0,546.0,1092.0,286.0,0.0,0.0,445536.0,298116.0,298116.0,596232.0,156156.0,298116.0,596232.0,156156.0,1192464.0,312312.0,81796.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,87550
49,9,2005,2005,4,5,1,4,2,4,6,1,4,2,2.0,2010,1752.0,1752.0,1752.0,576.0,721824.0,237312.0,798912.0,3069504.0,3069504.0,3069504.0,1009152.0,3069504.0,3069504.0,1009152.0,3069504.0,1009152.0,331776.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,319900
2332,9,2006,2006,3,5,4,4,2,3,11,1,4,3,3.0,2006,1094.0,1102.0,2473.0,675.0,201296.0,124200.0,506965.0,1196836.0,1205588.0,2705462.0,738450.0,1214404.0,2725246.0,743850.0,6115729.0,1669275.0,455625.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,356383
826,9,2007,2007,3,5,1,4,2,4,7,0,0,3,2.0,2009,1800.0,1800.0,1800.0,702.0,0.0,0.0,0.0,3240000.0,3240000.0,3240000.0,1263600.0,3240000.0,3240000.0,1263600.0,3240000.0,1263600.0,492804.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,239000
1108,7,1993,1994,3,4,3,4,2,3,9,1,4,3,3.0,2008,1080.0,1108.0,2197.0,783.0,345600.0,250560.0,500916.0,1166400.0,1196640.0,2372760.0,845640.0,1227664.0,2434276.0,867564.0,4826809.0,1720251.0,613089.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,287500
2041,5,1941,1950,2,3,1,2,1,2,7,0,0,1,2.0,2007,720.0,854.0,1382.0,660.0,0.0,0.0,497520.0,518400.0,614880.0,995040.0,475200.0,729316.0,1180228.0,563640.0,1909924.0,912120.0,435600.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,128500
57,7,2004,2004,3,4,1,4,2,3,7,1,4,3,2.0,2010,847.0,847.0,1733.0,433.0,0.0,0.0,0.0,717409.0,717409.0,1467851.0,366751.0,717409.0,1467851.0,366751.0,3003289.0,750389.0,187489.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,185088
520,7,2008,2008,3,4,1,4,2,3,7,0,0,2,2.0,2009,1402.0,1402.0,1402.0,625.0,0.0,0.0,0.0,1965604.0,1965604.0,1965604.0,876250.0,1965604.0,1965604.0,876250.0,1965604.0,876250.0,390625.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,229800
2305,5,1984,1984,2,3,1,2,1,2,5,0,0,2,1.0,2007,864.0,887.0,887.0,288.0,0.0,0.0,457692.0,746496.0,766368.0,766368.0,248832.0,786769.0,786769.0,255456.0,786769.0,255456.0,82944.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,124500
2533,5,1968,1968,2,3,1,3,1,2,6,0,0,2,2.0,2006,1051.0,1051.0,1051.0,504.0,0.0,0.0,796658.0,1104601.0,1104601.0,1104601.0,529704.0,1104601.0,1104601.0,529704.0,1104601.0,529704.0,254016.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,142000
2852,6,1920,1950,2,3,1,4,1,2,6,0,0,1,1.0,2006,755.0,755.0,1510.0,216.0,0.0,0.0,460550.0,570025.0,570025.0,1140050.0,163080.0,570025.0,1140050.0,163080.0,2280100.0,326160.0,46656.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,149000
